user_id,book_id,is_read,rating,is_reviewed
81,150,1,4,0
134,38087,0,0,0
187,18945,0,0,0
5,3424,0,0,0
162,46053,0,0,0
162,45569,0,0,0
134,38337,0,0,0
14,10290,1,5,1
134,37643,0,0,0
30,17089,1,5,0
161,43808,1,3,0
124,35032,0,0,0
211,54710,0,0,0
124,32970,0,0,0
67,22077,1,4,0
78,6132,0,0,0
18,13358,1,4,1
55,20770,1,4,0
112,29839,0,0,0
79,24041,1,3,0
14,11728,1,5,1
211,54425,0,0,0
0,258,0,0,0
182,1608,0,0,0
84,24351,1,3,1
153,5283,1,5,0
14,11273,0,0,0
5,4663,0,0,0
0,127,0,0,0
90,3602,0,0,0
211,55707,0,0,0
65,21246,1,3,0
124,34952,0,0,0
78,23370,1,3,0
135,39018,1,3,0
51,20533,0,0,0
87,24930,1,4,0
0,678,1,5,0
13,8439,1,5,0
18,1045,0,0,0
5,4196,0,0,0
194,50366,0,0,0
200,1387,1,5,1
5,6359,0,0,0
85,24698,1,5,0
91,26295,1,3,0
134,22827,0,0,0
66,21506,0,0,0
132,35995,1,4,0
28,15709,1,3,0
199,51534,1,4,0
51,6865,0,0,0
5,1767,1,4,0
5,1752,0,0,0
111,13231,1,4,0
5,6901,1,4,0
18,5672,0,0,0
28,9640,0,0,0
175,48503,1,3,0
72,22636,1,5,0
34,18296,1,2,1
97,2850,0,0,0
128,35311,0,0,0
13,8199,1,4,0
210,53087,1,3,0
90,25831,1,0,0
197,1011,1,4,0
157,42707,1,4,1
78,23580,0,0,0
98,27648,0,0,0
95,13102,0,0,0
194,6823,0,0,0
14,11332,0,0,0
134,38123,0,0,0
142,1844,1,5,1
211,56211,1,3,0
107,28934,0,0,0
132,35757,1,5,0
127,13909,0,0,0
51,7008,0,0,0
167,46952,0,0,0
155,12967,0,0,0
100,24932,1,5,0
224,58198,1,3,1
14,10131,1,5,1
161,43460,0,0,0
90,25277,1,2,0
97,11756,0,0,0
67,22057,1,3,0
134,38259,0,0,0
219,39918,1,4,0
34,18155,1,0,0
24,15127,1,4,0
134,37987,0,0,0
225,13441,0,0,0
39,19053,1,5,0
122,32631,0,0,0
135,38821,1,5,0
68,22359,1,3,1
142,40108,1,5,1
211,53392,0,0,0
194,19446,0,0,0
124,33990,0,0,0
78,23933,0,0,0
195,50944,0,0,0
169,23999,1,4,0
161,23472,1,3,0
211,55921,0,0,0
14,9274,0,0,0
11,7997,1,3,0
214,54810,1,4,0
14,8497,0,0,0
67,22119,1,3,0
167,22424,0,0,0
30,16846,0,0,0
134,1314,0,0,0
31,13961,1,4,0
86,24849,1,4,0
11,7793,0,0,0
185,49314,1,2,0
181,1211,1,4,0
182,22507,0,0,0
227,59242,1,3,0
211,53586,0,0,0
66,6231,1,5,1
78,9567,0,0,0
22,14599,1,5,0
120,32433,1,4,0
144,40270,0,0,0
15,12866,1,2,0
124,12730,0,0,0
9,7443,1,4,0
65,1046,0,0,0
161,43477,1,4,0
162,45430,1,0,0
78,22876,0,0,0
104,28512,0,0,0
87,1193,1,3,0
221,58076,1,3,0
145,33922,0,0,0
88,7349,1,4,0
161,43657,1,3,0
14,12608,1,5,0
204,6974,1,4,0
22,14543,1,0,0
32,17534,1,4,0
142,4989,1,4,1
142,39874,0,0,0
205,13254,0,0,0
161,32601,1,4,0
188,50005,1,4,0
78,1396,0,0,0
104,23780,1,1,1
211,54046,0,0,0
172,48116,0,0,0
66,21809,1,3,1
91,706,1,4,0
180,13228,1,3,1
221,58031,1,4,0
40,15138,0,0,0
142,39852,1,3,1
161,43177,1,3,0
14,10443,0,0,0
20,13619,0,0,0
117,31424,1,3,1
78,10154,0,0,0
15,221,1,4,0
211,21252,0,0,0
225,25989,0,0,0
24,15196,1,4,0
145,41117,0,0,0
75,23025,0,0,1
190,50105,0,0,0
211,54644,0,0,0
214,14568,1,3,0
28,12698,1,4,0
106,461,1,5,0
79,17855,1,3,0
142,6405,0,0,0
52,20528,0,0,0
201,1218,1,5,0
14,8613,1,5,1
4,1543,1,2,0
156,879,1,5,0
8,7327,1,5,0
167,1502,1,5,0
161,43236,1,3,0
5,3450,0,0,0
167,46873,0,0,0
78,23625,0,0,0
11,7863,0,0,0
5,2656,0,0,0
134,37860,0,0,0
106,28794,0,0,0
169,35209,1,4,0
28,1526,1,5,0
167,20929,1,4,0
14,10972,0,0,0
124,32805,0,0,0
131,12858,1,3,0
142,40216,1,4,0
5,4653,0,0,0
156,34650,0,0,0
0,722,0,0,0
90,25558,1,3,0
174,48384,1,0,0
14,10651,0,0,0
211,55237,0,0,0
200,5292,0,0,0
14,10710,0,0,0
145,40925,0,0,0
28,12684,1,5,0
137,39088,1,5,0
70,22516,1,5,0
84,1211,1,4,0
162,45676,0,0,0
161,12217,0,0,0
107,16174,1,4,0
92,7000,0,0,0
166,46779,0,0,0
124,34382,0,0,0
120,1007,1,5,0
205,52483,1,3,0
142,6029,0,0,0
142,1027,1,3,0
0,861,1,5,1
180,1342,1,4,0
124,33766,0,0,0
194,1625,0,0,0
105,28706,1,5,0
219,7846,0,0,0
211,56178,0,0,0
143,40237,1,5,0
67,22132,1,3,0
124,34809,1,4,0
172,943,1,5,0
14,9642,0,0,0
85,24610,0,0,0
14,12250,0,0,0
28,16082,1,4,0
211,53613,0,0,0
211,42608,0,0,0
14,9989,0,0,0
219,57582,0,0,0
78,23312,0,0,0
2,1120,1,3,0
30,16809,0,0,0
183,48964,0,0,0
97,16138,1,0,0
124,28217,1,0,0
153,42225,0,0,0
225,17916,0,0,0
199,47801,1,5,0
81,9389,0,0,0
177,48740,0,0,0
1,979,0,0,0
224,58267,1,4,1
5,2952,0,0,0
134,22002,0,0,0
9,4477,0,0,0
209,13255,0,0,0
24,7378,0,0,0
124,32808,0,0,0
14,11183,1,4,1
220,57780,0,0,0
124,35006,1,5,0
75,10104,0,0,0
195,5121,0,0,0
85,24761,1,4,0
161,44714,0,0,0
218,7212,1,5,0
200,21862,0,0,0
144,40620,1,5,0
154,42342,1,5,0
97,12535,0,0,0
21,460,1,4,0
134,5744,0,0,0
63,12759,1,2,0
39,461,1,5,0
9,4996,0,0,0
218,56869,0,0,0
145,41195,0,0,0
122,547,1,4,0
132,35741,0,0,0
225,58486,1,4,0
14,8703,0,0,0
14,8824,0,0,0
78,23636,1,2,1
215,7988,0,0,0
5,6763,0,0,0
170,7102,1,5,0
203,17222,1,0,0
227,25012,1,4,0
134,38001,0,0,0
205,52562,0,0,0
14,9920,0,0,0
17,498,0,0,0
53,19977,1,3,0
225,58597,1,4,0
112,12115,0,0,0
119,14580,0,0,0
3,1458,1,0,0
5,6507,1,5,0
195,1560,0,0,0
110,1386,1,5,0
9,5470,0,0,0
205,52664,0,0,0
84,24386,0,0,0
27,15511,0,0,0
162,45495,1,0,0
186,49374,0,0,0
218,1016,0,0,0
124,33323,0,0,0
211,22504,0,0,0
137,837,1,5,0
29,16231,0,0,0
120,32507,1,4,0
3,1467,0,0,0
90,25835,1,3,0
30,17017,0,0,0
211,7959,1,4,0
212,1203,1,4,0
161,43329,1,4,1
50,20347,0,0,0
97,4548,0,0,0
172,48155,0,0,0
129,35599,1,5,0
119,31888,0,0,0
174,16417,1,5,0
42,19742,0,0,0
54,762,1,0,0
26,15450,0,0,0
34,17751,0,0,0
123,920,0,0,0
135,38787,1,0,0
104,28324,0,0,0
5,6587,0,0,0
183,49042,1,0,0
219,57101,0,0,0
182,21456,0,0,0
68,22301,1,5,0
70,22462,0,0,0
20,13959,1,4,1
201,52074,0,0,0
20,14214,1,3,0
181,32167,0,0,0
134,36863,0,0,0
28,15862,0,0,0
34,17827,0,0,0
5,2146,0,0,0
193,50194,0,0,0
124,32802,0,0,0
3,1406,0,0,0
90,25727,0,0,0
149,20480,0,0,0
190,50055,0,0,0
38,1555,1,4,0
66,21498,1,4,0
135,38791,1,5,0
30,16813,1,4,1
219,48081,0,0,0
0,65,0,0,0
97,1571,1,4,0
15,8376,1,4,0
109,3561,1,4,0
75,6611,1,0,0
188,50007,1,5,0
5,5628,0,0,0
5,5941,0,0,0
87,7393,0,0,0
41,19476,1,3,0
36,1545,0,0,0
194,50368,0,0,0
134,38129,0,0,0
3,1471,1,4,0
219,50803,0,0,0
75,1611,1,5,0
205,52681,1,4,0
190,13549,0,0,0
145,40934,0,0,0
88,7230,1,4,0
3,1442,1,0,0
5,4094,0,0,0
220,57927,0,0,0
209,22072,0,0,0
210,24083,1,4,0
200,51971,0,0,0
134,36710,0,0,0
28,16005,1,3,0
5,5491,0,0,0
167,47411,1,5,0
90,25860,1,4,0
14,10901,0,0,0
211,53659,0,0,0
75,11562,1,3,0
214,384,1,5,0
138,13979,1,4,0
142,1504,1,5,1
119,791,0,0,0
14,11258,0,0,0
3,1270,0,0,0
194,23815,1,0,0
5,4375,0,0,0
50,20462,1,4,1
205,52470,0,0,0
195,36508,0,0,0
191,17616,1,4,0
117,30833,1,3,1
21,14385,1,5,0
24,15204,1,4,0
202,16747,1,5,0
142,4471,1,4,1
119,32322,0,0,0
162,46036,0,0,0
219,50278,0,0,0
124,33393,0,0,0
223,1260,1,4,0
13,6361,0,0,0
5,2623,0,0,0
194,1235,0,0,0
97,27453,0,0,0
161,43567,0,0,0
134,756,0,0,0
124,32878,0,0,0
211,18175,0,0,0
50,1326,1,5,1
144,40285,0,0,0
117,31145,1,4,1
97,27149,0,0,0
14,8483,0,0,0
219,57573,1,3,0
28,15965,0,0,0
1,613,1,5,0
5,4549,0,0,0
78,23807,0,0,0
220,938,1,5,0
5,6838,0,0,0
3,1382,0,0,0
79,1628,1,4,0
78,23894,0,0,0
133,4766,0,0,0
35,18435,0,0,0
169,47654,1,5,0
42,19793,0,0,0
145,40754,0,0,0
17,13309,1,2,0
140,39541,0,0,0
121,24177,0,0,0
68,13021,1,3,0
0,363,0,0,0
87,13547,1,3,0
32,1013,1,4,0
92,858,1,4,0
14,9856,0,0,0
97,12146,0,0,0
161,11635,1,4,0
104,28650,1,1,0
5,3670,0,0,0
195,50359,0,0,0
97,13313,0,0,0
147,41773,0,0,0
211,56123,0,0,0
0,115,0,0,0
97,7000,1,4,0
187,49743,0,0,0
79,670,1,5,0
159,42801,0,0,0
154,42428,1,3,0
28,16054,1,5,0
75,22916,0,0,0
14,8849,1,5,1
219,37269,1,0,0
24,15088,1,4,0
36,634,0,0,0
142,40131,0,0,0
161,43102,0,0,0
220,20757,1,4,0
83,605,1,3,0
76,23201,0,0,0
15,12831,1,5,0
34,18131,1,3,1
18,7300,0,0,0
14,10406,0,0,0
62,856,0,0,0
44,1044,1,4,0
0,670,1,5,0
175,48520,1,2,0
5,2742,0,0,0
142,39681,1,2,0
183,49047,0,0,0
15,12916,1,3,0
114,30082,0,0,0
66,6963,0,0,0
14,12163,0,0,0
125,35068,0,0,0
172,6838,0,0,0
30,16581,0,0,0
78,5285,0,0,0
137,17327,1,5,0
91,26388,1,3,0
67,16573,0,0,0
112,9233,1,0,0
68,22310,1,2,0
3,1252,0,0,0
183,48952,0,0,0
124,32792,0,0,0
55,17583,1,3,0
220,8739,0,0,0
224,36106,1,4,0
20,13927,0,0,0
124,32998,0,0,0
121,32579,0,0,0
53,15535,1,5,0
14,10510,0,0,0
97,27098,0,0,0
97,27177,1,3,0
184,49210,1,4,0
162,45390,1,0,0
203,52271,0,0,0
162,45982,1,0,0
24,846,1,5,0
211,54237,0,0,0
170,22207,0,0,0
14,8673,0,0,0
172,8673,0,0,0
30,17233,1,5,0
10,7595,0,0,0
211,71,0,0,0
194,50255,0,0,0
161,44985,1,5,0
113,1368,0,0,0
170,47885,1,4,0
132,18716,1,3,0
142,2519,1,4,1
67,22041,0,0,0
5,6738,0,0,0
219,2285,0,0,0
14,10503,0,0,0
132,35858,1,4,0
16,609,1,5,0
124,33618,1,5,0
13,8200,1,5,0
102,17444,1,5,0
6,1494,1,5,0
5,6687,0,0,0
161,45092,1,3,0
14,5494,0,0,0
83,920,1,5,0
66,17415,1,3,0
14,11709,0,0,0
202,52151,1,4,0
5,2716,0,0,0
68,22178,1,4,0
181,14662,1,5,0
2,1126,1,4,0
170,47806,0,0,0
88,700,1,4,0
21,14396,1,3,0
42,19681,0,0,0
77,23291,1,5,0
0,293,0,0,0
104,28378,0,0,0
150,42044,1,4,0
90,14727,0,0,0
122,32639,1,5,0
150,874,1,3,0
78,23787,0,0,0
5,4835,0,0,0
207,52913,0,0,0
194,50517,0,0,0
164,828,1,5,0
5,4517,0,0,0
134,38079,0,0,0
112,6740,1,5,0
112,29679,1,0,0
211,8254,1,3,0
5,3813,0,0,0
84,13439,1,3,0
14,11773,0,0,0
134,38386,0,0,0
14,11299,0,0,0
191,25417,1,3,0
97,27505,0,0,0
161,43339,0,0,0
12,6194,0,0,0
142,40231,1,4,1
134,38777,0,0,0
219,37300,1,4,1
28,8860,0,0,0
219,7048,1,3,0
97,27121,1,0,0
5,5096,0,0,0
211,55078,0,0,0
134,36723,0,0,0
34,17884,0,0,0
26,1095,0,0,0
220,57913,0,0,0
11,7752,0,0,0
211,15331,1,2,0
112,12603,1,4,0
169,749,1,5,0
20,14236,1,4,0
11,66,1,3,0
145,40696,0,0,0
14,5655,0,0,0
0,92,0,0,0
134,16294,0,0,0
97,5356,0,0,0
31,17338,0,0,0
201,52060,1,3,0
34,18157,0,0,0
155,42487,0,0,0
14,10880,0,0,0
155,42523,1,5,0
89,17256,1,4,0
167,1117,1,4,1
196,6185,1,4,0
30,16855,1,4,1
14,9998,0,0,0
66,21739,1,4,0
186,49387,0,0,0
161,43479,1,5,0
14,11409,0,0,0
35,18518,0,0,0
3,1396,0,0,0
67,1513,0,0,0
134,37628,0,0,0
91,26252,0,0,0
72,6056,1,5,0
161,44010,1,5,0
112,7048,0,0,0
166,46664,0,0,0
193,16117,1,2,0
30,16726,1,3,1
14,10477,0,0,0
5,4261,0,0,0
66,1211,0,0,0
14,9830,0,0,0
91,1600,1,3,0
161,43312,1,5,0
0,375,0,0,0
200,6131,1,5,1
124,33974,0,0,0
170,27273,1,3,0
206,7984,0,0,0
85,24454,1,5,1
122,32616,1,4,0
8,7266,1,5,0
110,586,0,0,0
227,59211,1,3,0
167,46872,0,0,0
142,40185,1,2,0
175,48523,1,5,0
190,50087,0,0,0
205,52647,0,0,0
225,545,0,0,0
178,17316,1,4,0
26,15467,1,3,0
150,25883,1,3,0
60,20972,0,0,0
22,14699,0,0,0
161,44837,1,3,0
194,29970,0,0,0
5,6136,0,0,0
211,53901,0,0,0
124,370,0,0,0
14,5712,0,0,0
14,8985,0,0,0
5,4239,0,0,0
41,892,1,5,0
124,34198,0,0,0
141,20754,1,3,0
14,12278,0,0,0
178,48762,1,4,0
193,11840,0,0,0
167,12853,0,0,0
221,58018,1,4,0
127,35187,0,0,0
20,14088,1,3,0
225,58451,0,0,0
91,26300,1,3,0
40,15136,0,0,0
184,42461,0,0,0
108,29088,0,0,0
0,20,0,0,0
66,21429,0,0,0
5,6693,0,0,0
145,34889,1,5,0
20,14230,1,4,0
31,17271,1,5,0
161,44055,0,0,0
146,1473,0,0,0
102,2588,1,5,0
117,30493,1,3,1
11,7992,0,0,0
134,37893,0,0,0
84,22571,1,0,0
169,42805,1,3,0
134,7016,0,0,0
43,742,1,3,0
139,461,1,4,1
145,16566,0,0,0
134,37923,0,0,0
161,44393,1,5,0
40,19381,0,0,0
141,39784,1,5,0
124,32829,0,0,0
211,27841,0,0,0
145,41647,1,3,0
39,943,1,4,0
14,10332,0,0,0
120,32525,1,4,0
177,1012,1,4,0
19,13579,0,0,0
169,47586,1,5,0
122,1211,1,3,0
219,7487,1,2,1
0,834,1,4,1
142,19527,1,3,0
138,13410,1,4,0
144,40559,1,4,0
177,48731,1,2,0
90,25096,1,5,0
5,2165,1,2,0
5,2985,0,0,0
155,42537,1,3,0
16,671,1,4,0
153,42150,1,4,1
6,7112,1,4,0
211,56182,1,3,0
90,25437,1,0,0
134,36679,0,0,0
211,55396,0,0,0
5,4723,0,0,0
90,25190,0,0,0
161,43394,1,3,1
78,23926,0,0,0
91,20512,1,4,0
220,46222,0,0,0
14,11667,0,0,0
90,25335,1,0,0
101,27884,1,4,0
75,12055,0,0,0
134,37678,0,0,0
97,27418,0,0,0
72,22722,1,4,0
25,15417,1,5,1
142,21895,1,4,1
26,15463,1,5,0
147,41745,1,4,0
161,43321,1,5,0
201,12982,1,4,0
18,7978,0,0,0
78,23616,0,0,0
14,5148,1,5,1
71,22555,0,0,0
5,3716,0,0,0
162,45626,0,0,0
14,11026,0,0,0
104,19965,0,0,0
190,1072,0,0,0
140,39626,1,5,0
161,44830,1,4,0
106,28869,1,4,0
106,1572,0,0,0
144,40418,0,0,0
54,20711,0,0,0
32,1561,1,4,0
68,22341,1,3,1
195,51007,1,4,0
14,9054,1,4,1
124,34924,0,0,0
78,23458,0,0,0
20,13932,0,0,0
200,13535,0,0,0
134,37728,0,0,0
139,39463,1,3,0
78,14824,0,0,0
30,17192,1,4,0
32,16560,1,5,0
211,54355,0,0,0
57,20901,1,5,0
66,13452,1,3,0
151,23824,1,4,1
34,18075,0,0,0
88,24957,1,4,0
106,28817,1,4,0
134,38647,0,0,0
78,12685,1,0,1
13,8386,1,5,0
124,33308,0,0,0
200,51804,0,0,0
64,7396,1,4,0
117,30360,1,3,1
169,47510,0,0,0
111,29432,0,0,0
206,52722,1,0,0
14,11178,0,0,0
205,51054,0,0,0
167,13547,1,1,0
54,20740,1,5,0
27,15099,1,3,0
201,52030,1,0,0
211,54590,0,0,0
28,15634,0,0,0
75,11915,0,0,0
211,55566,0,0,0
68,5903,1,4,0
161,43920,1,5,0
75,5262,1,3,0
97,27108,1,3,0
22,14665,1,4,0
97,27077,1,5,0
185,49275,1,4,0
166,46605,0,0,0
5,4734,0,0,0
395,8074,0,0,0
401,91609,1,5,0
280,38327,1,4,0
397,91403,0,0,0
427,95311,1,5,0
396,89740,1,4,0
414,14856,1,2,0
403,91699,0,0,0
359,23302,0,0,0
340,78782,0,0,0
299,3640,1,5,0
321,76862,1,4,0
328,65582,1,5,0
270,17832,0,0,0
281,7050,1,5,0
424,20977,0,0,0
227,59081,1,2,0
233,24941,1,5,1
364,12814,0,0,0
380,22466,1,4,1
368,84968,0,0,0
237,60104,1,3,0
401,14113,1,4,0
279,47053,1,4,0
321,14684,1,4,0
270,65618,0,0,0
423,94262,0,0,0
431,1614,1,4,0
427,22973,1,5,0
304,1411,1,5,0
397,89924,0,0,0
415,93459,1,4,0
270,64257,1,4,0
313,74739,1,5,1
270,65122,0,0,0
301,12619,1,4,0
384,4106,1,3,0
261,63335,0,0,0
435,1044,1,3,0
270,64735,0,0,0
280,7503,1,5,1
425,21911,0,0,0
319,63729,1,4,0
308,37067,1,4,0
292,32942,0,0,0
398,4477,1,3,0
342,10251,0,0,0
395,17251,0,0,0
245,2953,1,3,0
415,2312,0,0,0
311,74304,1,4,0
265,995,1,0,0
311,5239,1,4,0
388,1601,0,0,0
349,59318,1,5,0
319,1591,1,3,0
429,96595,0,0,0
393,17274,1,5,0
436,16265,0,0,0
229,1096,1,4,0
415,93633,1,4,0
362,14099,1,2,0
309,72301,1,3,0
408,92201,0,0,0
311,73926,1,4,0
397,33076,0,0,0
358,21113,1,4,1
331,77926,0,0,0
299,69947,0,0,0
415,93675,0,0,0
229,51,1,0,0
308,32586,1,5,0
366,84531,1,4,0
270,16217,1,4,0
273,66700,0,0,0
310,73726,1,5,0
340,78836,0,0,0
373,85617,1,3,0
437,35615,0,0,0
310,73014,1,4,1
310,73358,1,2,1
365,83270,0,0,0
244,60894,1,5,0
380,86754,1,5,1
419,12982,1,4,0
437,98942,0,0,0
348,80415,0,0,0
421,1095,1,0,0
369,18884,0,0,0
308,32549,1,4,0
340,35042,1,0,0
351,63223,0,0,0
270,1003,1,4,0
280,67438,1,0,1
427,11759,0,0,0
427,95865,1,3,0
404,91806,0,0,0
349,14931,1,4,0
306,23223,1,3,0
388,87492,1,5,0
344,1009,1,5,0
423,27986,1,2,0
409,12690,0,0,0
370,71698,0,0,0
357,83127,0,0,0
328,77754,0,0,0
319,75673,1,2,0
270,66153,1,3,0
429,96548,0,0,0
425,76536,0,0,0
404,24848,1,3,0
433,21927,1,4,0
425,1011,1,5,0
349,81875,0,0,0
392,88462,0,0,0
371,85342,1,5,0
370,55406,1,0,0
299,70001,0,0,0
321,18175,1,4,0
419,13087,0,0,0
409,92281,1,3,0
319,25946,1,3,1
427,11677,0,0,0
364,17061,1,4,0
414,1393,0,0,0
319,59162,0,0,0
397,90152,0,0,0
308,23647,1,5,0
270,65584,1,5,0
319,75788,1,4,0
339,1210,1,5,1
411,7006,0,0,0
321,1313,1,4,0
319,75605,0,0,0
423,94686,0,0,0
295,69280,0,0,0
375,85982,1,3,0
436,98183,1,0,0
433,97304,1,5,0
245,61001,0,0,0
246,50514,0,0,0
270,64991,1,5,0
329,1000,0,0,0
267,63894,1,5,0
310,73147,1,3,1
428,96370,1,3,0
246,61460,0,0,0
346,6294,1,4,0
364,50208,1,3,0
253,7998,0,0,0
410,63057,1,4,0
427,23122,1,4,0
321,53522,1,4,0
230,839,1,5,0
436,2962,1,2,0
410,7378,1,4,0
270,66160,0,0,0
400,1069,1,4,0
308,29190,1,5,0
270,66216,0,0,0
321,8183,1,4,0
373,85541,0,0,0
397,90208,0,0,0
289,19492,1,3,0
287,3632,0,0,0
436,98348,0,0,0
285,50262,0,0,0
240,60268,1,5,0
321,37171,1,4,0
340,79259,1,0,0
284,7148,1,4,0
282,67774,1,3,0
417,59045,1,4,1
423,24968,0,0,0
306,70682,0,0,0
427,95584,1,4,0
379,48825,1,4,0
367,84931,0,0,0
342,2953,1,3,1
296,69529,1,3,0
340,74760,0,0,0
321,76567,1,3,1
303,24428,1,4,0
349,81804,0,0,0
311,1386,1,4,0
349,73256,1,4,0
398,22577,0,0,0
246,19814,0,0,0
386,87126,1,4,0
388,47932,1,5,0
349,81285,0,0,0
264,6338,1,4,0
350,12972,1,5,0
280,36208,0,0,1
379,86110,1,4,0
341,530,1,5,0
427,53175,0,0,0
346,7503,0,0,0
308,32595,1,5,0
310,72900,1,4,1
270,65320,0,0,0
299,13510,1,3,0
332,21093,1,5,0
310,72501,1,4,1
260,6461,0,0,0
427,64179,0,0,0
229,13316,0,0,0
397,90681,0,0,0
311,74073,1,5,0
370,71693,0,0,0
260,63117,0,0,0
243,57935,0,0,0
229,1547,0,0,0
319,26317,1,3,0
425,21854,1,5,0
304,27516,0,0,0
341,36087,1,4,0
310,73664,1,4,1
355,61594,1,4,0
297,12809,1,5,0
314,8426,1,3,0
228,8448,1,4,1
255,62492,0,0,0
270,46740,0,0,0
245,41926,1,3,0
406,1386,1,5,0
415,7393,1,3,0
237,17625,1,3,1
312,24010,1,5,0
319,3602,1,2,0
354,57761,0,0,0
308,39028,1,4,0
349,82156,1,4,1
278,67281,0,0,0
413,92689,1,5,0
297,69759,1,2,0
251,13697,0,0,0
251,17444,0,0,0
329,7183,1,4,0
234,59921,0,0,0
270,65429,0,0,0
277,5996,0,0,0
396,89810,1,4,0
309,23330,1,3,0
283,668,1,5,0
319,61655,0,0,0
348,80484,0,0,0
255,40360,1,4,1
423,47608,0,0,0
317,22596,1,4,0
410,92376,1,5,0
371,85357,1,4,0
310,7469,1,4,0
321,20157,1,3,0
319,75631,1,4,1
404,92023,1,5,0
260,28621,0,0,0
349,81086,1,4,0
362,63959,1,4,0
423,94393,0,0,0
325,545,1,3,0
349,81884,0,0,0
348,80744,1,5,0
297,21595,1,4,0
392,88594,0,0,0
370,8801,0,0,0
321,60103,1,4,0
436,98240,1,3,0
265,63595,0,0,0
382,7043,1,5,0
319,76243,1,2,0
320,5770,0,0,0
308,71437,0,0,0
349,81194,0,0,0
432,20118,0,0,0
